obp_algorithm,prp_algorithm,ls_algorithm,time,capacity_device,num_orders,before_distance,after_distance
G02,SSHAPE,LS_1x1,667487,30,20,4440,4440
G02,SSHAPE,LS_1x2,2154654,30,20,4440,4326
G02,SSHAPE,LS_2x2,846626,30,20,4440,4440
G03,SSHAPE,LS_1x0,1882237,30,20,4042,4042
G03,SSHAPE,LS_1x1,619725,30,20,4042,4042
G03,SSHAPE,LS_1x2,2430593,30,20,4042,4014
G03,SSHAPE,LS_2x2,3054341,30,20,4042,4042
G01,SSHAPE,LS_1x0,1362230,30,20,3794,3794
G01,SSHAPE,LS_1x1,721023,30,20,3794,3794
G01,SSHAPE,LS_1x2,2680195,30,20,3794,3794
G01,SSHAPE,LS_2x2,7187151,30,20,3794,3794
G02,SSHAPE,LS_1x0,3645166,30,20,4230,4230
G02,SSHAPE,LS_1x1,741932,30,20,4230,4230
G02,SSHAPE,LS_1x2,1668537,30,20,4230,4230
G02,SSHAPE,LS_2x2,486619,30,20,4230,4230
G03,SSHAPE,LS_1x0,1847617,30,20,3862,3862
G03,SSHAPE,LS_1x1,756787,30,20,3862,3862
G03,SSHAPE,LS_1x2,15031778,30,20,3862,3814
G03,SSHAPE,LS_2x2,1653022,30,20,3862,3862
G01,SSHAPE,LS_1x0,417969,30,20,3446,3446
G01,SSHAPE,LS_1x1,397453,30,20,3446,3370
G01,SSHAPE,LS_1x2,996851,30,20,3446,3446
G01,SSHAPE,LS_2x2,4939797,30,20,3446,3446
G02,SSHAPE,LS_1x0,3139242,30,20,4304,4246
G02,SSHAPE,LS_1x1,736836,30,20,4304,4304
G02,SSHAPE,LS_1x2,2450104,30,20,4304,4148
G02,SSHAPE,LS_2x2,717711,30,20,4304,4304
G03,SSHAPE,LS_1x0,2623398,30,20,3740,3740
G03,SSHAPE,LS_1x1,883794,30,20,3740,3740
G03,SSHAPE,LS_1x2,2987753,30,20,3740,3740
G03,SSHAPE,LS_2x2,2750992,30,20,3740,3740
G01,SSHAPE,LS_1x0,1240943,30,20,3530,3472
G01,SSHAPE,LS_1x1,515411,30,20,3530,3480
G01,SSHAPE,LS_1x2,1693313,30,20,3530,3454
G01,SSHAPE,LS_2x2,6179971,30,20,3530,3386
G02,SSHAPE,LS_1x0,4083763,30,20,4328,4274
G02,SSHAPE,LS_1x1,760234,30,20,4328,4328
G02,SSHAPE,LS_1x2,2299877,30,20,4328,4264
G02,SSHAPE,LS_2x2,467229,30,20,4328,4328
G03,SSHAPE,LS_1x0,2644461,30,20,3848,3848
G03,SSHAPE,LS_1x1,1283542,30,20,3848,3848
G03,SSHAPE,LS_1x2,3001352,30,20,3848,3772
G03,SSHAPE,LS_2x2,2032162,30,20,3848,3848
G01,SSHAPE,LS_1x0,1689692,30,20,4022,4022
G01,SSHAPE,LS_1x1,581863,30,20,4022,4022
G01,SSHAPE,LS_1x2,3329175,30,20,4022,4022
G01,SSHAPE,LS_2x2,3930564,30,20,4022,4022
G02,SSHAPE,LS_1x0,3113171,30,20,4596,4528
G02,SSHAPE,LS_1x1,487642,30,20,4596,4596
G02,SSHAPE,LS_1x2,2795456,30,20,4596,4528
G02,SSHAPE,LS_2x2,575556,30,20,4596,4596
G03,SSHAPE,LS_1x0,2283741,30,20,4112,4112
G03,SSHAPE,LS_1x1,1118801,30,20,4112,4066
G03,SSHAPE,LS_1x2,3100033,30,20,4112,4112
G03,SSHAPE,LS_2x2,3019249,30,20,4112,4112
G01,SSHAPE,LS_1x0,900868,30,20,4034,3988
G01,SSHAPE,LS_1x1,627961,30,20,4034,4034
G01,SSHAPE,LS_1x2,2602458,30,20,4034,4034
G01,SSHAPE,LS_2x2,7618630,30,20,4034,4034
G02,SSHAPE,LS_1x0,2875074,30,20,4886,4596
G02,SSHAPE,LS_1x1,910698,30,20,4886,4886
G02,SSHAPE,LS_1x2,2824823,30,20,4886,4848
G02,SSHAPE,LS_2x2,784512,30,20,4886,4848
G03,SSHAPE,LS_1x0,2079599,30,20,4264,4204
G03,SSHAPE,LS_1x1,1087902,30,20,4264,4178
G03,SSHAPE,LS_1x2,3383574,30,20,4264,4264
G03,SSHAPE,LS_2x2,1936181,30,20,4264,4264
G01,SSHAPE,LS_1x0,1111652,30,20,3934,3826
G01,SSHAPE,LS_1x1,407999,30,20,3934,3934
G01,SSHAPE,LS_1x2,1334004,30,20,3934,3934
G01,SSHAPE,LS_2x2,6900536,30,20,3934,3934
G02,SSHAPE,LS_1x0,2584729,30,20,4538,4378
G02,SSHAPE,LS_1x1,1403028,30,20,4538,4538
G02,SSHAPE,LS_1x2,3838576,30,20,4538,4538
G02,SSHAPE,LS_2x2,1157612,30,20,4538,4538
G03,SSHAPE,LS_1x0,2471912,30,20,3912,3842
G03,SSHAPE,LS_1x1,1755615,30,20,3912,3806
G03,SSHAPE,LS_1x2,3907842,30,20,3912,3912
G03,SSHAPE,LS_2x2,8628024,30,20,3912,3912
G01,SSHAPE,LS_1x0,1181681,30,20,3900,3900
G01,SSHAPE,LS_1x1,467380,30,20,3900,3900
G01,SSHAPE,LS_1x2,2930010,30,20,3900,3900
G01,SSHAPE,LS_2x2,6312940,30,20,3900,3900
G02,SSHAPE,LS_1x0,3045463,30,20,4532,4532
G02,SSHAPE,LS_1x1,905571,30,20,4532,4516
G02,SSHAPE,LS_1x2,5587144,30,20,4532,4488
G02,SSHAPE,LS_2x2,1313465,30,20,4532,4532
G03,SSHAPE,LS_1x0,1954660,30,20,4124,4124
G03,SSHAPE,LS_1x1,1224859,30,20,4124,4102
G03,SSHAPE,LS_1x2,4026766,30,20,4124,4124
G03,SSHAPE,LS_2x2,2839228,30,20,4124,4124
G01,SSHAPE,LS_1x0,1223195,30,20,4720,4720
G01,SSHAPE,LS_1x1,478472,30,20,4720,4720
G01,SSHAPE,LS_1x2,3810155,30,20,4720,4720
G01,SSHAPE,LS_2x2,4471018,30,20,4720,4720
G02,SSHAPE,LS_1x0,2586775,30,20,5446,5446
G02,SSHAPE,LS_1x1,1013271,30,20,5446,5446
G02,SSHAPE,LS_1x2,2699396,30,20,5446,5446
G02,SSHAPE,LS_2x2,737522,30,20,5446,5446
G03,SSHAPE,LS_1x0,2010164,30,20,5008,5008
G03,SSHAPE,LS_1x1,1093449,30,20,5008,4974
G03,SSHAPE,LS_1x2,3384779,30,20,5008,5008
G03,SSHAPE,LS_2x2,2285068,30,20,5008,5008
G01,SSHAPE,LS_1x0,1531776,30,20,4182,4182
G01,SSHAPE,LS_1x1,620183,30,20,4182,4182
G01,SSHAPE,LS_1x2,3373282,30,20,4182,4182
G01,SSHAPE,LS_2x2,4580077,30,20,4182,4182
G02,SSHAPE,LS_1x0,2697760,30,20,4614,4432
G02,SSHAPE,LS_1x1,522917,30,20,4614,4614
G02,SSHAPE,LS_1x2,1691909,30,20,4614,4614
G02,SSHAPE,LS_2x2,637034,30,20,4614,4614
G03,SSHAPE,LS_1x0,2174021,30,20,4226,4226
G03,SSHAPE,LS_1x1,996558,30,20,4226,4226
G03,SSHAPE,LS_1x2,2569885,30,20,4226,4226
G03,SSHAPE,LS_2x2,2039980,30,20,4226,4226
G01,SSHAPE,LS_1x0,723811,30,20,4254,4254
G01,SSHAPE,LS_1x1,450432,30,20,4254,4254
G01,SSHAPE,LS_1x2,1514017,30,20,4254,4254
G01,SSHAPE,LS_2x2,6946881,30,20,4254,4254
G02,SSHAPE,LS_1x0,2615603,30,20,4960,4906
G02,SSHAPE,LS_1x1,809213,30,20,4960,4960
G02,SSHAPE,LS_1x2,2628164,30,20,4960,4960
G02,SSHAPE,LS_2x2,771243,30,20,4960,4960
G03,SSHAPE,LS_1x0,2222547,30,20,4266,4266
G03,SSHAPE,LS_1x1,1126181,30,20,4266,4266
G03,SSHAPE,LS_1x2,2114802,30,20,4266,4266
G03,SSHAPE,LS_2x2,3073634,30,20,4266,4266
G01,SSHAPE,LS_1x0,1483214,30,20,4632,4556
G01,SSHAPE,LS_1x1,705352,30,20,4632,4632
G01,SSHAPE,LS_1x2,3385618,30,20,4632,4632
G01,SSHAPE,LS_2x2,2951713,30,20,4632,4632
G02,SSHAPE,LS_1x0,2276568,30,20,5016,4938
G02,SSHAPE,LS_1x1,877703,30,20,5016,5016
G02,SSHAPE,LS_1x2,3407795,30,20,5016,4950
G02,SSHAPE,LS_2x2,564748,30,20,5016,5016
G03,SSHAPE,LS_1x0,1976824,30,20,4580,4426
G03,SSHAPE,LS_1x1,887414,30,20,4580,4580
G03,SSHAPE,LS_1x2,4279975,30,20,4580,4580
G03,SSHAPE,LS_2x2,2596750,30,20,4580,4580
G01,SSHAPE,LS_1x0,1603745,30,20,4178,4066
G01,SSHAPE,LS_1x1,419426,30,20,4178,4178
G01,SSHAPE,LS_1x2,2892103,30,20,4178,4178
G01,SSHAPE,LS_2x2,6135341,30,20,4178,4178
G02,SSHAPE,LS_1x0,2711496,30,20,4682,4492
G02,SSHAPE,LS_1x1,791545,30,20,4682,4682
G02,SSHAPE,LS_1x2,2635472,30,20,4682,4550
G02,SSHAPE,LS_2x2,610241,30,20,4682,4682
G03,SSHAPE,LS_1x0,2312709,30,20,4050,4050
G03,SSHAPE,LS_1x1,964836,30,20,4050,4050
G03,SSHAPE,LS_1x2,2707764,30,20,4050,4050
G03,SSHAPE,LS_2x2,3220350,30,20,4050,4050
G01,SSHAPE,LS_1x0,2445665,45,20,3174,3174
G01,SSHAPE,LS_1x1,1902783,45,20,3174,3174
G01,SSHAPE,LS_1x2,2020659,45,20,3174,3122
G01,SSHAPE,LS_2x2,5519780,45,20,3174,3078
G02,SSHAPE,LS_1x0,4618436,45,20,3518,3518
G02,SSHAPE,LS_1x1,1360510,45,20,3518,3450
G02,SSHAPE,LS_1x2,3583710,45,20,3518,3384
G02,SSHAPE,LS_2x2,3237166,45,20,3518,3518
G03,SSHAPE,LS_1x0,1873323,45,20,3428,3428
G03,SSHAPE,LS_1x1,1300402,45,20,3428,3428
G03,SSHAPE,LS_1x2,2452657,45,20,3428,3336
G03,SSHAPE,LS_2x2,5234403,45,20,3428,3380
G01,SSHAPE,LS_1x0,932295,45,20,2458,2458
G01,SSHAPE,LS_1x1,621941,45,20,2458,2362
G01,SSHAPE,LS_1x2,1680639,45,20,2458,2396
G01,SSHAPE,LS_2x2,1899829,45,20,2458,2458
G02,SSHAPE,LS_1x0,1033972,45,20,2674,2576
G02,SSHAPE,LS_1x1,621843,45,20,2674,2600
G02,SSHAPE,LS_1x2,1894647,45,20,2674,2336
G02,SSHAPE,LS_2x2,1865785,45,20,2674,2674
G03,SSHAPE,LS_1x0,1292175,45,20,2312,2312
G03,SSHAPE,LS_1x1,952004,45,20,2312,2312
G03,SSHAPE,LS_1x2,1995266,45,20,2312,2312
G03,SSHAPE,LS_2x2,1531783,45,20,2312,2312
G01,SSHAPE,LS_1x0,1727654,45,20,3100,3006
G01,SSHAPE,LS_1x1,703037,45,20,3100,3100
G01,SSHAPE,LS_1x2,2226742,45,20,3100,2976
G01,SSHAPE,LS_2x2,1450050,45,20,3100,3062
G02,SSHAPE,LS_1x0,3364506,45,20,3300,3300
G02,SSHAPE,LS_1x1,922514,45,20,3300,3300
G02,SSHAPE,LS_1x2,3589024,45,20,3300,3228
G02,SSHAPE,LS_2x2,3128471,45,20,3300,3300
G03,SSHAPE,LS_1x0,2019864,45,20,3034,3034
G03,SSHAPE,LS_1x1,1296727,45,20,3034,3034
G03,SSHAPE,LS_1x2,2037164,45,20,3034,3034
G03,SSHAPE,LS_2x2,3668106,45,20,3034,2938
G01,SSHAPE,LS_1x0,1364532,45,20,2856,2856
G01,SSHAPE,LS_1x1,388741,45,20,2856,2856
G01,SSHAPE,LS_1x2,1345190,45,20,2856,2856
G01,SSHAPE,LS_2x2,2424448,45,20,2856,2856
G02,SSHAPE,LS_1x0,3231799,45,20,3170,3170
G02,SSHAPE,LS_1x1,697550,45,20,3170,3170
G02,SSHAPE,LS_1x2,2935230,45,20,3170,2862
G02,SSHAPE,LS_2x2,2376605,45,20,3170,3170
G03,SSHAPE,LS_1x0,1662740,45,20,2806,2806
G03,SSHAPE,LS_1x1,1197091,45,20,2806,2628
G03,SSHAPE,LS_1x2,1994450,45,20,2806,2768
G03,SSHAPE,LS_2x2,2878145,45,20,2806,2666
G01,SSHAPE,LS_1x0,450117,45,20,3034,3034
G01,SSHAPE,LS_1x1,717599,45,20,3034,3034
G01,SSHAPE,LS_1x2,740370,45,20,3034,2978
G01,SSHAPE,LS_2x2,1587234,45,20,3034,2928
G02,SSHAPE,LS_1x0,1536780,45,20,3280,3280
G02,SSHAPE,LS_1x1,759039,45,20,3280,3280
G02,SSHAPE,LS_1x2,1664791,45,20,3280,3280
G02,SSHAPE,LS_2x2,5083223,45,20,3280,3280
G03,SSHAPE,LS_1x0,2351560,45,20,3346,3346
G03,SSHAPE,LS_1x1,1082743,45,20,3346,3302
G03,SSHAPE,LS_1x2,2376659,45,20,3346,3262
G03,SSHAPE,LS_2x2,2074658,45,20,3346,3228
G01,SSHAPE,LS_1x0,1710569,45,20,3490,3490
G01,SSHAPE,LS_1x1,702762,45,20,3490,3490
G01,SSHAPE,LS_1x2,2086362,45,20,3490,3442
G01,SSHAPE,LS_2x2,3999118,45,20,3490,3490
G02,SSHAPE,LS_1x0,2565530,45,20,3780,3780
G02,SSHAPE,LS_1x1,1414172,45,20,3780,3746
G02,SSHAPE,LS_1x2,2052560,45,20,3780,3780
G02,SSHAPE,LS_2x2,8918452,45,20,3780,3780
G03,SSHAPE,LS_1x0,1288642,45,20,3554,3524
G03,SSHAPE,LS_1x1,1413955,45,20,3554,3554
G03,SSHAPE,LS_1x2,1701862,45,20,3554,3524
G03,SSHAPE,LS_2x2,7047773,45,20,3554,3554
G01,SSHAPE,LS_1x0,1342409,45,20,3030,3030
G01,SSHAPE,LS_1x1,445160,45,20,3030,2990
G01,SSHAPE,LS_1x2,2186871,45,20,3030,2946
G01,SSHAPE,LS_2x2,2152952,45,20,3030,2988
G02,SSHAPE,LS_1x0,2761067,45,20,3212,3212
G02,SSHAPE,LS_1x1,637115,45,20,3212,3212
G02,SSHAPE,LS_1x2,2365791,45,20,3212,3192
G02,SSHAPE,LS_2x2,4479220,45,20,3212,3212
G03,SSHAPE,LS_1x0,1205076,45,20,3002,3002
G03,SSHAPE,LS_1x1,1203534,45,20,3002,3002
G03,SSHAPE,LS_1x2,2581102,45,20,3002,2870
G03,SSHAPE,LS_2x2,2458848,45,20,3002,2840
G01,SSHAPE,LS_1x0,455492,45,20,2470,2470
G01,SSHAPE,LS_1x1,634997,45,20,2470,2418
G01,SSHAPE,LS_1x2,1178515,45,20,2470,2398
G01,SSHAPE,LS_2x2,1891923,45,20,2470,2332
G02,SSHAPE,LS_1x0,2824354,45,20,2684,2684
G02,SSHAPE,LS_1x1,582410,45,20,2684,2684
G02,SSHAPE,LS_1x2,2256701,45,20,2684,2684
G02,SSHAPE,LS_2x2,912347,45,20,2684,2684
G03,SSHAPE,LS_1x0,772387,45,20,2414,2414
G03,SSHAPE,LS_1x1,816596,45,20,2414,2414
G03,SSHAPE,LS_1x2,1617307,45,20,2414,2414
G03,SSHAPE,LS_2x2,1573057,45,20,2414,2324
G01,SSHAPE,LS_1x0,1448450,45,20,3228,3228
G01,SSHAPE,LS_1x1,732571,45,20,3228,3228
G01,SSHAPE,LS_1x2,1311741,45,20,3228,3174
G01,SSHAPE,LS_2x2,4132777,45,20,3228,3228
G02,SSHAPE,LS_1x0,2456630,45,20,3530,3530
G02,SSHAPE,LS_1x1,930915,45,20,3530,3530
G02,SSHAPE,LS_1x2,2923542,45,20,3530,3422
G02,SSHAPE,LS_2x2,3174436,45,20,3530,3530
G03,SSHAPE,LS_1x0,1415711,45,20,3264,3264
G03,SSHAPE,LS_1x1,1330675,45,20,3264,3264
G03,SSHAPE,LS_1x2,2078824,45,20,3264,3264
G03,SSHAPE,LS_2x2,3527123,45,20,3264,3244
G01,SSHAPE,LS_1x0,1292504,45,20,2914,2914
G01,SSHAPE,LS_1x1,550431,45,20,2914,2876
G01,SSHAPE,LS_1x2,2185524,45,20,2914,2838
G01,SSHAPE,LS_2x2,3196053,45,20,2914,2876
G02,SSHAPE,LS_1x0,3389865,45,20,3296,3296
G02,SSHAPE,LS_1x1,764616,45,20,3296,3206
G02,SSHAPE,LS_1x2,2310277,45,20,3296,3146
G02,SSHAPE,LS_2x2,3013338,45,20,3296,3210
G03,SSHAPE,LS_1x0,1631261,45,20,2786,2786
G03,SSHAPE,LS_1x1,832931,45,20,2786,2786
G03,SSHAPE,LS_1x2,2242810,45,20,2786,2786
G03,SSHAPE,LS_2x2,1583654,45,20,2786,2786
G01,SSHAPE,LS_1x0,1276845,45,20,2878,2878
G01,SSHAPE,LS_1x1,493049,45,20,2878,2790
G01,SSHAPE,LS_1x2,1467296,45,20,2878,2878
G01,SSHAPE,LS_2x2,749790,45,20,2878,2782
G02,SSHAPE,LS_1x0,1563109,45,20,2938,2938
G02,SSHAPE,LS_1x1,598104,45,20,2938,2852
G02,SSHAPE,LS_1x2,2611580,45,20,2938,2860
G02,SSHAPE,LS_2x2,2738274,45,20,2938,2852
G03,SSHAPE,LS_1x0,1592695,45,20,2780,2780
G03,SSHAPE,LS_1x1,746835,45,20,2780,2780
G03,SSHAPE,LS_1x2,1698999,45,20,2780,2700
G03,SSHAPE,LS_2x2,1019829,45,20,2780,2734
G01,SSHAPE,LS_1x0,1431286,45,20,3420,3420
G01,SSHAPE,LS_1x1,644864,45,20,3420,3306
G01,SSHAPE,LS_1x2,1890205,45,20,3420,3420
G01,SSHAPE,LS_2x2,3403338,45,20,3420,3420
G02,SSHAPE,LS_1x0,3154967,45,20,3694,3694
G02,SSHAPE,LS_1x1,867303,45,20,3694,3672
G02,SSHAPE,LS_1x2,2140002,45,20,3694,3694
G02,SSHAPE,LS_2x2,3107451,45,20,3694,3694
G03,SSHAPE,LS_1x0,1791256,45,20,3302,3302
G03,SSHAPE,LS_1x1,775778,45,20,3302,3302
G03,SSHAPE,LS_1x2,1388905,45,20,3302,3302
G03,SSHAPE,LS_2x2,1668023,45,20,3302,3302
G01,SSHAPE,LS_1x0,1496593,45,20,3150,3150
G01,SSHAPE,LS_1x1,474379,45,20,3150,3070
G01,SSHAPE,LS_1x2,1315833,45,20,3150,3150
G01,SSHAPE,LS_2x2,1855563,45,20,3150,3150
G02,SSHAPE,LS_1x0,1463030,45,20,3198,3198
G02,SSHAPE,LS_1x1,903918,45,20,3198,3104
G02,SSHAPE,LS_1x2,1725093,45,20,3198,3086
G02,SSHAPE,LS_2x2,5709471,45,20,3198,3198
G03,SSHAPE,LS_1x0,1820464,45,20,3206,3206
G03,SSHAPE,LS_1x1,1225017,45,20,3206,3094
G03,SSHAPE,LS_1x2,2258189,45,20,3206,3206
G03,SSHAPE,LS_2x2,4348017,45,20,3206,3088
G01,SSHAPE,LS_1x0,424768,45,20,2978,2978
G01,SSHAPE,LS_1x1,455097,45,20,2978,2978
G01,SSHAPE,LS_1x2,1186655,45,20,2978,2952
G01,SSHAPE,LS_2x2,2030519,45,20,2978,2978
G02,SSHAPE,LS_1x0,4858101,45,20,3770,3770
G02,SSHAPE,LS_1x1,902610,45,20,3770,3718
G02,SSHAPE,LS_1x2,3722681,45,20,3770,3684
G02,SSHAPE,LS_2x2,945519,45,20,3770,3770
G03,SSHAPE,LS_1x0,1843385,45,20,3352,3352
G03,SSHAPE,LS_1x1,878091,45,20,3352,3352
G03,SSHAPE,LS_1x2,2654510,45,20,3352,3248
G03,SSHAPE,LS_2x2,1834952,45,20,3352,3300
G01,SSHAPE,LS_1x0,497858,45,20,2802,2802
G01,SSHAPE,LS_1x1,526359,45,20,2802,2802
G01,SSHAPE,LS_1x2,989838,45,20,2802,2536
G01,SSHAPE,LS_2x2,841327,45,20,2802,2724
G02,SSHAPE,LS_1x0,2326196,45,20,3094,3002
G02,SSHAPE,LS_1x1,566078,45,20,3094,2970
G02,SSHAPE,LS_1x2,2257074,45,20,3094,3030
G02,SSHAPE,LS_2x2,1363250,45,20,3094,3094
G03,SSHAPE,LS_1x0,679551,45,20,2648,2648
G03,SSHAPE,LS_1x1,683099,45,20,2648,2648
G03,SSHAPE,LS_1x2,1195515,45,20,2648,2648
G03,SSHAPE,LS_2x2,1587171,45,20,2648,2512
G01,SSHAPE,LS_1x0,707661,45,20,2622,2622
G01,SSHAPE,LS_1x1,394982,45,20,2622,2576
G01,SSHAPE,LS_1x2,1149130,45,20,2622,2586
G01,SSHAPE,LS_2x2,1139149,45,20,2622,2622
G02,SSHAPE,LS_1x0,2336197,45,20,2826,2826
G02,SSHAPE,LS_1x1,593531,45,20,2826,2780
G02,SSHAPE,LS_1x2,1905812,45,20,2826,2756
G02,SSHAPE,LS_2x2,2111639,45,20,2826,2826
G03,SSHAPE,LS_1x0,872671,45,20,2654,2654
G03,SSHAPE,LS_1x1,738879,45,20,2654,2654
G03,SSHAPE,LS_1x2,1271574,45,20,2654,2576
G03,SSHAPE,LS_2x2,1420557,45,20,2654,2654
G01,SSHAPE,LS_1x0,1237320,45,20,2914,2914
G01,SSHAPE,LS_1x1,457273,45,20,2914,2914
G01,SSHAPE,LS_1x2,1781212,45,20,2914,2828
G01,SSHAPE,LS_2x2,2094311,45,20,2914,2914
G02,SSHAPE,LS_1x0,2835776,45,20,3028,3028
G02,SSHAPE,LS_1x1,803527,45,20,3028,3028
G02,SSHAPE,LS_1x2,2001026,45,20,3028,2974
G02,SSHAPE,LS_2x2,4270773,45,20,3028,3028
G03,SSHAPE,LS_1x0,1672124,45,20,2734,2734
G03,SSHAPE,LS_1x1,779915,45,20,2734,2734
G03,SSHAPE,LS_1x2,1460086,45,20,2734,2734
G03,SSHAPE,LS_2x2,1057712,45,20,2734,2664
G01,SSHAPE,LS_1x0,1269685,45,20,2830,2830
G01,SSHAPE,LS_1x1,406115,45,20,2830,2830
G01,SSHAPE,LS_1x2,1696067,45,20,2830,2770
G01,SSHAPE,LS_2x2,2543320,45,20,2830,2830
G02,SSHAPE,LS_1x0,3134646,45,20,3072,3072
G02,SSHAPE,LS_1x1,512782,45,20,3072,3072
G02,SSHAPE,LS_1x2,14919776,45,20,3072,2998
G02,SSHAPE,LS_2x2,3557351,45,20,3072,3072
G03,SSHAPE,LS_1x0,1865969,45,20,2784,2784
G03,SSHAPE,LS_1x1,1173175,45,20,2784,2768
G03,SSHAPE,LS_1x2,1943252,45,20,2784,2742
G03,SSHAPE,LS_2x2,2941255,45,20,2784,2758
G01,SSHAPE,LS_1x0,1274698,45,20,2944,2944
G01,SSHAPE,LS_1x1,539860,45,20,2944,2944
G01,SSHAPE,LS_1x2,2131076,45,20,2944,2808
G01,SSHAPE,LS_2x2,2769125,45,20,2944,2944
G02,SSHAPE,LS_1x0,3565974,45,20,3192,3192
G02,SSHAPE,LS_1x1,590210,45,20,3192,3130
G02,SSHAPE,LS_1x2,1694459,45,20,3192,3192
G02,SSHAPE,LS_2x2,2096481,45,20,3192,3192
G03,SSHAPE,LS_1x0,1727874,45,20,2938,2938
G03,SSHAPE,LS_1x1,955629,45,20,2938,2884
G03,SSHAPE,LS_1x2,2342116,45,20,2938,2846
G03,SSHAPE,LS_2x2,3435245,45,20,2938,2824
G01,SSHAPE,LS_1x0,1227683,45,20,2858,2858
G01,SSHAPE,LS_1x1,431895,45,20,2858,2858
G01,SSHAPE,LS_1x2,1214508,45,20,2858,2810
G01,SSHAPE,LS_2x2,692700,45,20,2858,2858
G02,SSHAPE,LS_1x0,1672264,45,20,3034,3034
G02,SSHAPE,LS_1x1,585178,45,20,3034,3034
G02,SSHAPE,LS_1x2,1986546,45,20,3034,2878
G02,SSHAPE,LS_2x2,2831978,45,20,3034,3034
G03,SSHAPE,LS_1x0,717172,45,20,2684,2684
G03,SSHAPE,LS_1x1,690717,45,20,2684,2684
G03,SSHAPE,LS_1x2,726156,45,20,2684,2684
G03,SSHAPE,LS_2x2,1365600,45,20,2684,2624
G01,SSHAPE,LS_1x0,1506515,45,20,3252,3252
G01,SSHAPE,LS_1x1,763223,45,20,3252,3252
G01,SSHAPE,LS_1x2,2081634,45,20,3252,3252
G01,SSHAPE,LS_2x2,4372826,45,20,3252,3172
G02,SSHAPE,LS_1x0,3137898,45,20,3562,3562
G02,SSHAPE,LS_1x1,884925,45,20,3562,3562
G02,SSHAPE,LS_1x2,3404908,45,20,3562,3444
G02,SSHAPE,LS_2x2,3593327,45,20,3562,3510
G03,SSHAPE,LS_1x0,1984590,45,20,3222,3122
G03,SSHAPE,LS_1x1,1153511,45,20,3222,3186
G03,SSHAPE,LS_1x2,3437602,45,20,3222,3146
G03,SSHAPE,LS_2x2,4751552,45,20,3222,3102
G01,SSHAPE,LS_1x0,820143,45,20,2984,2984
G01,SSHAPE,LS_1x1,515717,45,20,2984,2984
G01,SSHAPE,LS_1x2,1509254,45,20,2984,2984
G01,SSHAPE,LS_2x2,2794226,45,20,2984,2984
G02,SSHAPE,LS_1x0,2466998,45,20,3238,3238
G02,SSHAPE,LS_1x1,352369,45,20,3238,3238
G02,SSHAPE,LS_1x2,2254894,45,20,3238,3186
G02,SSHAPE,LS_2x2,1934072,45,20,3238,3238
G03,SSHAPE,LS_1x0,1345865,45,20,3010,3010
G03,SSHAPE,LS_1x1,914678,45,20,3010,3010
G03,SSHAPE,LS_1x2,1111093,45,20,3010,3010
G03,SSHAPE,LS_2x2,3114050,45,20,3010,3010
G01,SSHAPE,LS_1x0,1260505,45,20,2758,2758
G01,SSHAPE,LS_1x1,449778,45,20,2758,2758
G01,SSHAPE,LS_1x2,2434637,45,20,2758,2758
G01,SSHAPE,LS_2x2,930121,45,20,2758,2758
G02,SSHAPE,LS_1x0,1944850,45,20,2822,2822
G02,SSHAPE,LS_1x1,575612,45,20,2822,2822
G02,SSHAPE,LS_1x2,2293243,45,20,2822,2792
G02,SSHAPE,LS_2x2,1321340,45,20,2822,2822
G03,SSHAPE,LS_1x0,1832626,45,20,2942,2942
G03,SSHAPE,LS_1x1,870314,45,20,2942,2894
G03,SSHAPE,LS_1x2,1761658,45,20,2942,2780
G03,SSHAPE,LS_2x2,1013200,45,20,2942,2834
G01,SSHAPE,LS_1x0,913808,45,20,2582,2582
G01,SSHAPE,LS_1x1,478746,45,20,2582,2582
G01,SSHAPE,LS_1x2,1032179,45,20,2582,2482
G01,SSHAPE,LS_2x2,1599582,45,20,2582,2526
G02,SSHAPE,LS_1x0,4937358,45,20,3048,3048
G02,SSHAPE,LS_1x1,580295,45,20,3048,3048
G02,SSHAPE,LS_1x2,2494276,45,20,3048,3008
G02,SSHAPE,LS_2x2,636000,45,20,3048,3048
G03,SSHAPE,LS_1x0,1373742,45,20,2520,2520
G03,SSHAPE,LS_1x1,829252,45,20,2520,2446
G03,SSHAPE,LS_1x2,1281625,45,20,2520,2386
G03,SSHAPE,LS_2x2,1904135,45,20,2520,2396
G01,SSHAPE,LS_1x0,670860,45,20,2962,2962
G01,SSHAPE,LS_1x1,557502,45,20,2962,2962
G01,SSHAPE,LS_1x2,1154164,45,20,2962,2962
G01,SSHAPE,LS_2x2,2053787,45,20,2962,2830
G02,SSHAPE,LS_1x0,2557177,45,20,3228,3228
G02,SSHAPE,LS_1x1,581078,45,20,3228,3060
G02,SSHAPE,LS_1x2,2787931,45,20,3228,3052
G02,SSHAPE,LS_2x2,3062227,45,20,3228,3134
G03,SSHAPE,LS_1x0,806606,45,20,2878,2878
G03,SSHAPE,LS_1x1,1115535,45,20,2878,2878
G03,SSHAPE,LS_1x2,1706940,45,20,2878,2878
G03,SSHAPE,LS_2x2,3441493,45,20,2878,2878
G01,SSHAPE,LS_1x0,629365,45,20,2404,2404
G01,SSHAPE,LS_1x1,632057,45,20,2404,2404
G01,SSHAPE,LS_1x2,1187983,45,20,2404,2404
